iDigBio_uuid	Image	Species	Latitude	Longitude	Year	DOY	Elevation	AnnualMonthlyAverageTemp	SpringMonthlyAverageTemp	FirstQuarterMonthlyAverageTemp
000507bf-fb4d-4ede-ae78-960afac18d3c	Claytonia_virginica_000507bf-fb4d-4ede-ae78-960afac18d3c.jpg	Claytonia_virginica	40.770064	-79.050034	1972.39344262295	145	391.88	8.55755690671504	7.75237727165222	-1.92482773462931
001e7eb0-61df-4269-a571-0ee9c96214f2	Claytonia_virginica_001e7eb0-61df-4269-a571-0ee9c96214f2.jpg	Claytonia_virginica	42.974045	-87.988022	1949.30410958904	112	237.32	8.82289543499549	6.96841385960579	-2.72814110418161
003d06ec-5127-4d9b-897e-c57502462cc1	Claytonia_virginica_003d06ec-5127-4d9b-897e-c57502462cc1.jpg	Claytonia_virginica	39.402074	-76.567666	1941.29589041096	109	101.59	12.6103936775277	11.6474440495173	0.572080810864766
004692f7-4e43-4eac-9a71-aabe01a015b9	Claytonia_virginica_004692f7-4e43-4eac-9a71-aabe01a015b9.jpg	Claytonia_virginica	39.09069	-77.053672	1978.28767123288	106	114.71	11.7786782942712	10.7528251210848	-0.444871867696444
005328df-9fc4-43f7-9fe5-24bb75252866	Claytonia_virginica_005328df-9fc4-43f7-9fe5-24bb75252866.jpg	Claytonia_virginica	40.951641	-80.041773	1950.37534246575	138	362.57	9.31221867352724	7.48167726397514	0.946811477343241
007a9464-b410-4479-90c5-ceb556bf3881	Claytonia_virginica_007a9464-b410-4479-90c5-ceb556bf3881.jpg	Claytonia_virginica	40.265402	-78.469973	1988.36612021858	135	423.89	9.24497695701818	8.82119832436244	-1.506365497907
009e4d65-bb57-4bad-b13c-8d196ad31a7a	Claytonia_virginica_009e4d65-bb57-4bad-b13c-8d196ad31a7a.jpg	Claytonia_virginica	39.489219	-75.333496	1934.36164383562	133	11.84	12.229914603134	10.9996463060379	0.374943693478902
00b3ea4b-d351-4608-ab3b-bc13d2c4560a	Claytonia_virginica_00b3ea4b-d351-4608-ab3b-bc13d2c4560a.jpg	Claytonia_virginica	40.051119	-76.535778	1891.33150684932	122	93.72	11.4179947500428	9.76956560214361	1.71240142981211
00e0257d-2850-4816-b677-185e98022926	Claytonia_virginica_00e0257d-2850-4816-b677-185e98022926.jpg	Claytonia_virginica	39.783459	-75.248705	1919.34246575342	126	4.17	12.3424942946682	11.6630627910296	3.51318256060282
0139ce96-1cf0-43fd-b7e1-5af642cd3ff3	Claytonia_virginica_0139ce96-1cf0-43fd-b7e1-5af642cd3ff3.jpg	Claytonia_virginica	35.913325	-79.042764	1975.16164383562	60	137.22	15.4088273569942	14.0777444839478	7.58047739664714
01409ac3-2531-4aa1-86c1-1ca7a086fb65	Claytonia_virginica_01409ac3-2531-4aa1-86c1-1ca7a086fb65.jpg	Claytonia_virginica	40.369727	-80.467032	1908.38524590164	142	275.26	10.5267529181826	10.7682826568683	0.269617127875487
016b9f42-0e29-4547-9b22-e474cdd42d62	Claytonia_virginica_016b9f42-0e29-4547-9b22-e474cdd42d62.jpg	Claytonia_virginica	42.2719	-84.9636	1889.3397260274	125	279.16	8.43135268737873	8.15881072481473	-2.39159945646922
01c74a30-e0b5-4686-b8b0-cc8177d9b525	Claytonia_virginica_01c74a30-e0b5-4686-b8b0-cc8177d9b525.jpg	Claytonia_virginica	36.1009	-97.0611	1961.20547945205	76	257.25	14.6145856156945	14.9133065144221	6.22935661673546
02083722-8dda-4743-a5f6-93ef53c17439	Claytonia_virginica_02083722-8dda-4743-a5f6-93ef53c17439.jpg	Claytonia_virginica	32.7305	-95.423	2012.1393442623	52	99.75	19.5990787744522	20.7096005280813	12.8998950719833
022299ca-0f94-4d11-a0e5-fa7d94371057	Claytonia_virginica_022299ca-0f94-4d11-a0e5-fa7d94371057.jpg	Claytonia_virginica	38.910349	-88.648265	2001.3397260274	125	169.99	13.2443508642415	13.2056875626246	1.38737812638283
0252f1be-3310-44bb-96a3-a764909cb084	Claytonia_virginica_0252f1be-3310-44bb-96a3-a764909cb084.jpg	Claytonia_virginica	39.930075	-80.066034	1941.35342465753	130	296.84	10.9397113223871	9.55647766590118	-1.33632888396581
03224fca-88f2-46af-a129-0da46e5271fd	Claytonia_virginica_03224fca-88f2-46af-a129-0da46e5271fd.jpg	Claytonia_virginica	38.939363	-76.940713	1978.26849315068	99	3.05	12.3753892630339	11.3914230267207	0.30702938636144
03397b61-eda9-4afb-8af6-de70c125b85f	Claytonia_virginica_03397b61-eda9-4afb-8af6-de70c125b85f.jpg	Claytonia_virginica	40.209809	-78.261991	1946.30410958904	112	344.5	10.1642075714966	10.1551309724649	1.48625137408574
034818c9-cee6-4dcb-bc11-c295414ddb13	Claytonia_virginica_034818c9-cee6-4dcb-bc11-c295414ddb13.jpg	Claytonia_virginica	35.07425	-92.538217	2011.16164383562	60	84.73	17.2872109040618	16.772991369168	7.43866805235545
0354fda8-8b4f-4572-90c1-237bd88dad86	Claytonia_virginica_0354fda8-8b4f-4572-90c1-237bd88dad86.jpg	Claytonia_virginica	40.11194	-79.65639	1993.34246575342	126	401.24	10.9678976709644	9.91209895908833	0.84116268157959
0373f457-82af-419c-a180-3fe33b9f1641	Claytonia_virginica_0373f457-82af-419c-a180-3fe33b9f1641.jpg	Claytonia_virginica	40.138487	-74.604461	1949.31506849315	116	9.14	12.8929160088301	11.124703347683	4.19503343105316
037ff657-3d73-446e-a8ec-379d1c35de72	Claytonia_virginica_037ff657-3d73-446e-a8ec-379d1c35de72.jpg	Claytonia_virginica	40.403568	-79.82577	1919.27671232877	102	225.2	11.0734512197475	10.0267129937808	1.86289199193319
0389c7d8-0645-470f-a691-cea311e4d1df	Claytonia_virginica_0389c7d8-0645-470f-a691-cea311e4d1df.jpg	Claytonia_virginica	41.210952	-79.661635	1962.36164383562	133	404.1	8.31400366624196	8.46999810139338	-2.21943364540736
03a69af3-6e86-49ef-804e-ac1199314f81	Claytonia_virginica_03a69af3-6e86-49ef-804e-ac1199314f81.jpg	Claytonia_virginica	44.46004	-73.22009	1897.38904109589	143	37.84	6.42358301952481	5.50868325432142	-5.41685621937116
03b3d46c-d41e-4945-93d2-fdd4f3fd0b7b	Claytonia_virginica_03b3d46c-d41e-4945-93d2-fdd4f3fd0b7b.jpg	Claytonia_virginica	38.754894	-76.993036	1974.22191780822	82	20.69	13.2905710885922	13.1995408336322	4.94599424799283
04cbebbb-1f68-4a65-adf2-7fec1c166c9f	Claytonia_virginica_04cbebbb-1f68-4a65-adf2-7fec1c166c9f.jpg	Claytonia_virginica	40.579676	-88.366973	1996.32240437158	119	253.7	9.44546270867189	8.18346929550171	-2.19437084595362
050ea103-2167-48f2-9f82-1d5c1d809f9d	Claytonia_virginica_050ea103-2167-48f2-9f82-1d5c1d809f9d.jpg	Claytonia_virginica	40.393235	-79.724161	1944.32240437158	119	297.92	10.4442536340406	9.90995367368062	0.565690616766612
051bef54-8d94-44fa-b2df-0c148222f0bd	Claytonia_virginica_051bef54-8d94-44fa-b2df-0c148222f0bd.jpg	Claytonia_virginica	38.98414	-77.235074	1933.26301369863	97	34.49	13.190926367417	12.0681249896685	4.39403583606084
053c3e39-b03d-4b7d-b5f6-c7511e9ca15b	Claytonia_virginica_053c3e39-b03d-4b7d-b5f6-c7511e9ca15b.jpg	Claytonia_virginica	35.694228	-97.063363	1941.33698630137	124	274.79	16.0241110132386	15.2545966158311	5.88698208332062
05d3d317-adca-4a31-8c12-c44be449f788	Claytonia_virginica_05d3d317-adca-4a31-8c12-c44be449f788.jpg	Claytonia_virginica	39.90713	-75.357953	1977.26575342466	98	18.98	12.2295986885826	13.2715476353963	1.35996425151825
05e2bec7-bcbe-4ac6-aedc-18f9f5813312	Claytonia_virginica_05e2bec7-bcbe-4ac6-aedc-18f9f5813312.jpg	Claytonia_virginica	35.816652	-78.645137	1952.1693989071	63	77.84	15.4254573931297	14.8091545204322	7.84945798913638
060ce05c-4214-494a-b3fd-3ee521714d5f	Claytonia_virginica_060ce05c-4214-494a-b3fd-3ee521714d5f.jpg	Claytonia_virginica	39.697812	-88.037814	1978.31780821918	117	197.99	10.4168235051135	9.52394708494345	-4.42315765221914
0630bbf9-066f-4149-9bc9-f2b6954ad12f	Claytonia_virginica_0630bbf9-066f-4149-9bc9-f2b6954ad12f.jpg	Claytonia_virginica	39.397499	-88.156185	1998.31506849315	116	175.73	13.6935257402559	12.7261795600255	3.97435474395752
066c4212-fc1f-408c-bf4d-a273dc9d06ea	Claytonia_virginica_066c4212-fc1f-408c-bf4d-a273dc9d06ea.jpg	Claytonia_virginica	40.891172	-75.542906	1970.38082191781	140	229.83	8.98225466782848	7.91648053129514	-3.58562290668488
06f2e3a8-fe6f-4614-afdc-89157fb221ae	Claytonia_virginica_06f2e3a8-fe6f-4614-afdc-89157fb221ae.jpg	Claytonia_virginica	34.64112	-92.84025	2010.28767123288	106	148.43	16.8980377018452	16.9601086775462	5.77194201946259
0720d3e1-1115-45af-a3e2-e6c030e7e51f	Claytonia_virginica_0720d3e1-1115-45af-a3e2-e6c030e7e51f.jpg	Claytonia_virginica	35.913325	-79.042764	1986.18630136986	69	137.22	15.6988342901071	15.4007637103399	7.06047349174817
07474185-9fc1-46bc-b756-ceafbadb7f81	Claytonia_virginica_07474185-9fc1-46bc-b756-ceafbadb7f81.jpg	Claytonia_virginica	39.93333	-80.1	1992.27322404372	101	334.14	10.7158368863165	9.98378986120224	1.89538335800171
07474391-b6d7-4bc6-8a80-1236aa8a9f17	Claytonia_virginica_07474391-b6d7-4bc6-8a80-1236aa8a9f17.jpg	Claytonia_virginica	40.507521	-80.189444	2019.3095890411	114	309.48	11.3939380844434	10.7753593722979	0.547036866346995
0775b6fe-e1a2-4fae-8071-23607242861e	Claytonia_virginica_0775b6fe-e1a2-4fae-8071-23607242861e.jpg	Claytonia_virginica	40.484294	-87.350673	1932.38797814208	143	214.81	10.7649560707311	9.0976727604866	1.14464175701141
