iDigBio_uuid	Image	Species	Latitude	Longitude	Year	DOY	Elevation	AnnualMonthlyAverageTemp	SpringMonthlyAverageTemp	FirstQuarterMonthlyAverageTemp
004d18d1-6dc5-48f9-935d-5b677d697d15	Collinsia_verna_004d18d1-6dc5-48f9-935d-5b677d697d15.jpg	Collinsia_verna	39.645915	-79.987287	1941.34794520548	128	248.25	10.8047588697324	9.49460478127003	-1.34707249204318
00a2b550-3d2c-4267-836e-fc9bae53285a	Collinsia_verna_00a2b550-3d2c-4267-836e-fc9bae53285a.jpg	Collinsia_verna	40.736317	-85.189146	1898.3698630137	136	253.67	10.4005300191542	9.98071860273679	1.03326376279195
012548c6-b351-4f74-ac0c-7ecb0f349716	Collinsia_verna_012548c6-b351-4f74-ac0c-7ecb0f349716.jpg	Collinsia_verna	39.846553	-79.904244	1996.3825136612	141	308.62	10.834599206845	9.54992676774661	-0.011937141418457
028db816-e612-41ea-afbf-4bd77b14cf07	Collinsia_verna_028db816-e612-41ea-afbf-4bd77b14cf07.jpg	Collinsia_verna	40.1541666667	-79.7369444444	1994.32602739726	120	267.81	10.7829533269008	9.70364906390508	-0.940384189287821
0604ad45-45bd-4d0b-a427-04b0d4480f35	Collinsia_verna_0604ad45-45bd-4d0b-a427-04b0d4480f35.jpg	Collinsia_verna	41.295705	-85.13587	1908.37431693989	138	260.78	9.58607329800725	9.36646896600723	-1.59324868520101
08101787-e349-48a0-b72a-b3a504db9d68	Collinsia_verna_08101787-e349-48a0-b72a-b3a504db9d68.jpg	Collinsia_verna	39.954818	-80.467664	1941.32876712329	121	270.71	10.6649017011126	9.2348273396492	-1.64309936761856
0adbc574-7a04-46a4-91ff-735ae4b057b5	Collinsia_verna_0adbc574-7a04-46a4-91ff-735ae4b057b5.jpg	Collinsia_verna	39.084638	-86.458826	1931.32602739726	120	164.55	13.1776973667244	10.1079788555702	2.30324850479762
0c5a7724-983d-47e2-bbf2-a5bcb17f26eb	Collinsia_verna_0c5a7724-983d-47e2-bbf2-a5bcb17f26eb.jpg	Collinsia_verna	37.3333	-80.75	2008.36612021858	135	499.18	11.4056021142751	10.9596841533979	3.24703458696604
0d44cd22-5fff-48ae-a864-81774ecb14fc	Collinsia_verna_0d44cd22-5fff-48ae-a864-81774ecb14fc.jpg	Collinsia_verna	39.959673	-80.518018	2016.29781420765	110	284.29	12.3770178904136	11.799684415261	2.49048461516698
0e89f6c0-4540-4f2d-9f11-13b0f04c4431	Collinsia_verna_0e89f6c0-4540-4f2d-9f11-13b0f04c4431.jpg	Collinsia_verna	40.4277777778	-79.6966666667	1996.37431693989	138	277.18	10.0952763147652	8.69728929301103	-1.02052863438924
