"","cov1","cov2","cov3","stage1","stage2","stage3","stage4","stage5","sampledTime","sampledStage"
"1",-15.2988810023921,4.873290422195,-2.47700685075551,102.583289091841,152.009710253588,156.06583004229,206.469459036221,277.350685814653,271.389885655371,4
"2",1.41758501937732,6.72127778987318,1.75039766506834,128.686434590677,139.63191021731,154.874754676065,219.017360355925,258.383696497537,135.85715239984,1
"3",-9.43359414769714,12.8109130266374,-1.35471386494726,131.402251031465,109.388099980726,159.966971207674,208.680714328125,279.198263358297,54.4831339840312,5
"4",-10.9672993402914,4.48528056518611,-8.408966377737,78.7191209679908,114.221365904453,147.36729297748,195.682635736933,261.252755138828,56.6742479626555,5
"5",-9.60939766600163,6.01451029546359,0.253984101930036,128.332375333017,123.953690842635,160.22096665062,216.80565138241,255.423790868985,61.4845347777009,5
"6",-15.6753605061725,6.10120426153301,0.558857321289461,121.725229705007,126.013392323233,159.973889541417,215.849116164969,293.296722622796,157.33435223694,2
"7",-6.7887412991796,15.7993129247934,4.12321943441425,109.85372337703,155.859425620285,166.795703885832,224.067018563647,272.401842828035,10.6205996614881,5
"8",-12.5766480075602,10.4583503633245,1.2435722263694,104.438998196071,130.775052294559,162.482975253748,214.12227097611,304.296300977348,239.379650366027,4
"9",-4.32615611435233,13.4269134677476,6.08058544157999,75.0083820527775,123.144855143276,166.568512291319,222.215721508637,269.356151347722,175.629428355023,3
"10",-9.4546167198363,7.41751389084201,-0.330938037269244,131.825257315318,109.697498102797,157.331706664055,211.552320783417,293.145606478131,326.556407586904,5
"11",-6.34313710599356,11.1140732132274,0.108794613273715,93.6784718376092,109.302911101636,157.918545945779,213.071543288948,276.952346999832,16.0934849025216,5
"12",-7.00747128439841,2.13649499753904,-3.17917844879001,95.7271948196707,124.125199323258,151.421825444443,209.075318119536,254.923187456458,250.482749963412,4
"13",-16.7388882746385,14.6999905544669,1.31792755080727,87.863115843974,136.09191508781,168.789117171376,208.008140167804,269.287400879519,51.7876697028987,5
"14",-23.0188804027755,8.95782525249129,5.92841314865021,115.149004172813,109.565811003699,170.166879750499,221.424062494281,272.221391322499,332.303606396308,5
"15",-11.3508342075784,4.67929898916645,-0.80328034895608,79.9534921383515,131.817426176008,155.017587354996,208.087263784009,306.166071716343,184.250527409604,3
"16",-4.92549933621097,4.46217820525475,-1.38107582981932,95.1444230246683,145.48947730283,148.484642240475,213.161686105102,283.2347743075,95.2473732759245,1
"17",-17.6208915750659,8.3496642796094,-1.12258809866043,96.3052465008049,102.583887220518,158.630273697174,209.48922251344,252.597592491715,111.943205565913,2
"18",-4.21990147656787,8.30270312305292,-5.11939018813742,99.1700836330657,146.361471565989,150.966797538737,210.623593186921,252.352961894097,97.1778007398825,5
"19",-10.9712243756514,16.94844961405,1.15280642601464,85.5439619339842,93.485215730151,165.282561137457,207.285454373441,281.152537374846,32.0403961616103,5
"20",-9.22572128733397,5.99120297729275,-1.94972142843799,87.4769514113826,133.888898251152,156.80242744264,208.659955980981,253.806006564603,73.3193885476794,5
"21",-6.69949491968995,16.5690952180864,-0.0949905150211388,67.4839551308923,118.504924971803,164.00593783415,211.774052229918,280.178110040146,111.271581925685,1
"22",-5.1605555584981,7.62017101277092,0.67341328134089,110.390290371177,137.145837214772,157.024620784842,211.961967064785,277.396539003941,140.341152565088,2
"23",-5.48073994250201,11.616872274804,-0.498276751271656,97.5105688982547,122.600321592608,160.923409356206,212.418811111552,288.128214195853,74.7577124659438,5
"24",-8.28840271145478,9.83453627257508,3.79941296537196,85.1723588701053,130.619543507531,163.727004180108,218.803650202015,264.349290014376,94.2507187824231,1
"25",-10.7113338692743,11.5031873727531,4.63471799191797,124.830204969777,112.248167521553,164.661134888291,223.975939897998,274.338913067594,55.1494842476677,5
"26",-12.3509255945005,5.8618826462208,2.60730785585738,119.086791502163,145.332719108778,158.329153473822,219.368241545172,272.319268427888,125.345099210972,1
"27",-11.5856155550562,8.5670500701275,-3.21163442330398,98.2270893282333,137.870680989915,157.249946144108,203.077942672613,272.491710763258,100.361852642382,1
"28",-5.63038691674183,11.1570217804291,2.18372359747128,78.8036035413258,120.699353347498,163.329531374363,217.407607902094,256.276216304958,200.927215877455,3
"29",-14.2731533250674,8.3764251327731,-5.90373857400188,96.6945891570156,136.88457416613,152.234684476641,204.412584214869,287.233412643495,44.8834634129889,5
"30",-4.20550301073533,9.92211873596612,-3.23707893723171,97.0022339030651,140.322191273154,153.989329382793,214.803847075558,268.757480132865,286.413542992668,5
"31",12.1224291638421,4.96731559965898,-6.83834271905791,118.647622546016,175.848643956479,137.968783291789,216.343273335518,259.851070428729,149.382190079195,3
"32",-1.49897808133091,16.0140896514354,-4.83670778003989,67.5441742713692,134.872397763311,156.583028365785,203.748376090574,287.042561479686,164.378060209565,3
"33",-0.10901757151322,11.5696303436873,-3.58660737382866,57.5397383424918,129.548877785788,151.991319879907,206.815802898945,286.30404876039,355.87073200848,5
"34",-10.951431625319,5.20526367144451,1.41242249407471,84.5166872689231,126.825717966409,160.867179712504,220.260652262155,249.633030193464,304.589598375605,5
"35",-2.55873387173802,5.62507768125392,-0.591632384584756,122.829133596897,130.523194381576,154.251543892078,220.341028973732,263.789436466941,19.9329513474368,5
"36",-5.72588270548428,7.64162002724399,1.77412813443666,135.297519145819,116.083072696472,160.236280358212,223.618647608876,251.610026084543,95.7049184944481,5
"37",-5.67638069640427,8.67788140028428,-5.59348230714949,99.1353544598667,136.65424981631,150.705800333623,201.634015878702,283.638391470334,227.14626523084,4
"38",-10.7311545241012,5.46114656784749,-1.4625569724983,97.0781699181342,126.804710112594,154.223905276862,213.807882442057,251.996690014744,79.4094135193154,5
"39",-14.0845670710784,13.7736069392712,6.43987785259751,93.5669062072401,136.404597922203,170.720641355248,216.467092044055,265.531677385376,299.179963569622,5
"40",-2.50812736232279,12.7117596055392,5.47619046857396,50.4011655389195,127.171980993721,166.85285211814,222.873403064326,275.066439217152,271.514326957986,4
"41",-15.6614628285048,4.42120093836496,2.9797275273767,133.880794149921,153.834072548199,157.946783303828,217.746857295968,270.716205606598,346.951248153346,5
"42",-6.17271001203261,11.1068084421532,-1.05896162578701,92.4139667157548,126.61562760583,155.175944940597,212.85213720261,259.310834434123,276.189782171277,5
"43",-3.27317105389868,5.74028476834981,1.70558468243342,99.7023176138618,149.163370567662,157.245688953563,221.456691623784,272.813953590607,55.3643830120564,5
"44",-8.82557776538608,7.54405377721663,-3.8892173369741,92.8588526819209,123.217013406769,154.822123545253,206.581288185348,258.737312872635,4.3321924074553,5
"45",-14.126904531334,12.4939231096641,6.27917086519846,111.312826490372,109.025574985368,167.681475102654,221.807319569644,269.55269564555,294.568210901925,5
"46",-3.3521057296035,9.5034274074483,8.0663455705952,123.394216327642,123.638798718573,166.826248888878,234.82034202987,250.563277890247,119.627999491058,5
"47",-11.4395154006799,4.57722049043196,-5.12506334327647,93.4363735179157,138.179313085905,149.475791405543,206.952268048451,264.109495146303,286.059922351269,5
"48",-16.7424322631591,9.80092859575265,-1.55051639315097,102.724600261438,135.883588246569,157.513215940718,207.182628811253,285.296303592861,322.505677448353,5
"49",-6.6581356042632,9.45405920530673,3.18398510360646,85.2791447943395,124.733353455743,164.311776630342,219.066747026999,286.09775482189,142.991398398299,2
"50",-3.85188688151792,13.206978250066,0.124392375519329,75.5215982530314,125.226377475319,161.067011673702,218.716441072078,281.535897319916,90.7671625108924,1
"51",-2.63315342015268,5.53608750839745,-4.94852580720733,97.0979796727519,157.113019254282,149.588329478812,210.518439363194,279.513689191565,338.016455512261,5
"52",-1.14666362054528,0.573018816585803,-0.309434173475756,108.934000428098,142.976275024301,151.409800723624,226.566829605368,264.080923129103,323.352356761461,5
"53",-6.15161712979488,3.40715113578602,2.86575616313322,106.933228670618,146.900483425737,155.679226031861,226.27642697418,288.348312938935,28.6119855637662,5
"54",-10.3382503009419,11.2435275398215,4.98772884873548,109.667060519437,110.15512502521,168.199576215535,219.150790020187,261.126889569362,163.217383919982,2
"55",-5.90538350717009,6.60474141932583,0.450112776050667,116.293611257005,127.589023450593,154.064034150946,218.6362546558,278.07364786726,19.7112308128271,5
"56",-14.659154421493,11.7751653374099,-0.632769179336497,65.662898851305,118.486090451015,163.490132266451,202.699763999894,280.865408463887,150.272541231243,2
"57",-9.88911027540098,6.22464765912739,-1.09027805067136,80.1318361865791,119.230478073021,156.016671986462,206.814942457836,250.476307216729,229.364909767173,4
"58",-4.26081461481031,10.2435619270622,6.6721249066758,98.5451873823005,140.334122161662,166.346789731649,227.889551544935,256.786363284578,18.3098766196053,5
"59",-9.06989661390822,11.2303823442218,0.912891335973233,78.0315470582587,146.959153329141,162.990191003171,215.011210624822,267.856129878881,362.064101292053,5
"60",-6.98961307034635,10.8957460296359,0.222995655745907,68.4792918828701,114.481717781982,157.927179852983,216.583853035681,273.126079001504,55.0105680990964,5
"61",-9.92278239941688,7.80794290073047,-2.21167093361388,97.440644537328,145.881612301265,155.09583671858,211.856657337643,285.838180930222,239.005110773724,4
"62",-16.3260484728131,14.9602778450456,2.21696189379325,104.67512979604,93.9071114865402,168.703103620543,208.179539128179,253.993540434999,257.977231439436,0
"63",-6.71485653105168,12.8700933692846,0.145239924543593,90.3505158015248,97.5430149479771,158.545636316357,211.36651846643,287.778030690174,142.9624683375,2
"64",0.126237766008405,12.4341069984737,-0.0668530666872061,104.814892855199,139.148125833669,159.828851900026,212.634958378023,252.935930511003,284.681524665793,5
"65",-4.43351603738166,8.08320763150895,5.20060152943616,134.836206216673,134.848622827729,164.551444851295,230.724573324515,276.074119044441,142.130293614464,2
"66",-5.52329944465121,8.11852646897677,6.85431396493155,118.193631174081,138.411994872424,165.248756836724,230.354663544412,284.523831231664,13.891574065201,5
"67",-1.48959900722022,8.37451891548975,3.56391298723709,127.324856823974,116.719436523793,161.158441238975,226.56743733323,249.289072916883,38.0871518596541,5
"68",-5.36463608195569,9.70719781928864,0.906350511677029,92.6127017141651,119.744053915589,158.277481739598,215.933276237629,287.23071689569,326.190936295316,5
"69",-14.5703796910799,10.2954554541577,5.24813846423678,70.5029541356673,115.533349952275,168.719299208135,220.338534345769,274.225653658638,293.100741830422,5
"70",-16.473318402399,6.08025346480089,1.57820444782506,105.937687685164,134.479841445168,160.225112197389,213.525578376731,266.496909001428,200.544790525455,3
"71",-9.6003852083089,2.68793657658723,5.52716899114251,100.516426352322,115.977819683201,162.419851220349,222.774035779335,279.458259530454,28.797141573159,5
"72",-6.40259746751967,11.0812557267939,-0.34421695367243,84.3877286891763,125.682694496446,160.336448185136,215.06654242838,241.632727838125,47.4174894718453,5
"73",-0.894172007566807,13.5204795117753,2.13684141329303,70.201182252168,93.4900560631467,161.201228718523,214.447995118146,268.997152813538,265.828140466474,4
"74",-13.3983455284081,16.2861977469404,3.81838513554601,93.2333744061719,93.5487581743987,170.334900449413,214.805132116605,281.096906395377,12.8272449120414,5
"75",-15.8564177271585,14.2915996180692,-0.223097267110591,94.6277672457657,103.687865200964,168.779527277416,203.912203654425,260.180550683534,347.253928089049,5
"76",-11.7509801730955,11.1751716977171,-6.64302118149081,65.9058803798626,148.574073716941,154.15388083604,197.355283198105,281.236823202931,286.40241520945,5
"77",-11.0058334947225,15.1187225367434,1.40683966255198,115.933063970122,126.855263587536,164.986691157174,215.639735254603,277.529610251873,344.216104543302,5
"78",-6.31506849093763,10.927025603463,-2.36994843215151,67.5494240582963,101.310572597037,156.221586529611,212.293861641977,271.379173834696,90.8315741561819,1
"79",-12.9484602210144,4.90832638945257,0.100178852852559,73.5223784152755,139.308503496932,160.621138317413,215.900848523667,274.094483656099,260.249755060067,4
"80",-12.8646719555685,7.76010526705225,0.641400827985142,99.3279959205805,127.091802485789,160.371809036799,212.897105992609,272.74194600437,245.059626796283,4
"81",-9.62546177580461,10.4525453981119,3.86739348453114,83.1357621606678,126.394677581361,164.433867204543,219.420230893833,262.380238620835,153.943599472987,2
"82",-9.23326800213768,10.4872191592228,-0.939590067301707,101.053933703938,104.447432056437,158.611527320296,211.309169873052,270.663120585594,236.0246741632,4
"83",-4.64549519089925,10.4880822352808,-3.57859041255124,107.30035289954,140.116671302621,151.288029226802,205.691686057451,257.545416332139,286.80805626791,5
"84",-3.09453348220214,6.79469174959751,-1.24814706821302,82.7670351558714,118.399338402787,150.943435504278,214.22014964594,270.033625482368,311.395187203307,5
"85",-6.65501476825926,10.0836566901894,-4.55530492043286,97.4229172649556,132.782675341761,152.708409207597,207.258489347734,261.675737988403,34.1733165446203,5
"86",-10.5875238626358,11.2296757861181,2.60013663106818,89.0462019185003,134.629379775479,163.180280413386,218.422307127083,280.034785377512,27.8772590192966,5
"87",-8.83726886925414,8.5930484380236,-1.43051565811956,103.270492975412,125.439964632214,159.162620380437,210.922493622797,257.742635577855,219.788292839658,4
"88",-18.0687131073388,10.0404405943056,5.66154853337124,65.727346993314,93.4890159430645,171.777830303714,218.543021367683,282.963336998732,33.6905911483336,5
"89",-11.0877718943588,3.13365324527439,-3.74283413207841,104.150869951862,141.121928786728,148.084645940243,203.207194261245,282.023012777165,342.919704923406,5
"90",-17.9120128134922,12.1307494407568,-0.577978899715758,82.9156729953164,123.20792852997,164.625258697906,209.661052398087,256.524480196511,95.1211002457421,1
"91",-9.56310713745835,9.33133507512979,1.86373737107003,82.6157778419295,106.062838417101,163.253743269112,214.923226961768,293.919583338701,31.3320036116056,5
